,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
ID3506891245,1,7,9,-37.8618349,144.905716,-38.1109156,144.6541725,50797.0,2018-02-25,17:58:17,13173.359999999999,14:18:44,78.99
ID1167796885,0,3,2,-37.8196042,144.9902635,-37.8200831,144.9453992,4417.0,2018-01-12,01:37:38,1037.2800000000004,1:54:55,11.15
ID3988632604,1,7,9,-37.8618349,144.905716,-38.1109156,144.6541725,50797.0,2018-01-20,21:59:32,13173.359999999999,1:39:05,83.6
ID1889251118,0,6,3,-37.7874421,144.9804091,-37.8233421,144.9704911,4551.0,2018-04-27,03:55:58,1196.4000000000008,4:15:54,11.7
ID3118202700,1,4,3,-37.8024037,144.9950094,-37.8244833,144.9799893,3568.0,2018-04-18,06:55:20,868.5,7:09:48,8.82
ID1526493302,0,2,1,-37.8169557,144.9274136,-37.8201555,144.948499,2983.0,2018-23-01,00:39:02,711.0600000000001,0:50:53,11.46
ID1134003189,0,8,3,-37.807202,145.0266373,-37.8213394,144.9927983,4729.0,2018-28-02,18:46:58,1145.8200000000004,19:06:03,7.01
ID1590403581,0,8,7,-37.8158343,145.04645,-37.8618349,144.905716,15151.0,2018-01-10,05:13:24,4917.479999999999,6:35:21,18.75
ID3983882202,1,2,1,-37.8099179,144.9360412,-37.8028643,144.9480984,1888.0,2018-04-08,07:38:52,499.02,7:47:11,10.98
ID3144735273,1,8,6,-37.807202,145.0266373,-37.7907967,144.985865,4834.0,2018-04-08,17:10:04,1358.6400000000006,17:32:42,19.47
ID3390996122,1,1,5,-37.8093554,144.9744788,-37.802587,144.9349985,4568.0,2018-28-04,04:03:28,1096.4400000000003,4:21:44,25.93
ID5975150261,2,9,4,-38.1109156,144.6541725,-37.8143618,145.0140941,48512.0,2018-03-06,05:57:28,11718.3,9:12:46,708.22
ID3766925026,1,6,7,-37.7907967,144.985865,-37.8618349,144.905716,11711.0,2018-04-08,18:33:51,3866.9400000000014,19:38:17,34.39
ID3947406166,1,6,9,-37.7874421,144.9804091,-38.1109156,144.6541725,47035.0,2018-05-10,22:27:01,11407.859999999999,1:37:08,70.7
ID1567052355,0,6,7,-37.7907967,144.985865,-37.8618349,144.905716,11711.0,2018-21-04,01:49:10,3866.9400000000014,2:53:36,20.19
ID5461397497,2,7,4,-37.8618349,144.905716,-37.8132571,145.0145371,12544.0,2018-03-08,15:47:29,3927.5999999999985,16:52:56,248.59
ID3784832092,1,5,9,-37.8122845,144.9232182,-38.1109156,144.6541725,44148.0,2018-07-01,20:39:25,10602.72,23:36:07,65.59
ID1859652880,0,9,7,-38.1109156,144.6541725,-37.8618349,144.905716,50797.0,2018-20-05,07:22:06,13204.979999999994,11:02:10,31.24
ID1327188036,0,5,7,-37.8066267,144.9323806,-37.8618349,144.905716,10984.0,2018-06-21,20:50:09,3511.6200000000003,21:48:40,11.52
ID1649299201,0,4,2,-37.8049059,144.9937676,-37.8197253,144.9514006,4911.0,2018-04-24,03:18:19,1190.1000000000006,3:38:09,10.84
ID5680586367,2,5,7,-37.7997225,144.9374954,-37.8618349,144.905716,13902.0,2018-01-08,15:39:21,4316.760000000001,16:51:17,270.84
ID1722344993,0,7,8,-37.8618349,144.905716,-37.8158343,145.04645,15151.0,2018-05-27,05:29:55,4911.599999999998,6:51:46,23.65
ID3169566408,1,2,7,-37.8209866,144.9427727,-37.8618349,144.905716,9369.0,2018-07-13,00:29:05,3234.6,1:22:59,31.86
ID1509795797,0,8,7,-37.807202,145.0266373,-37.8618349,144.905716,13986.0,2018-20-02,12:09:20,4298.280000000001,13:20:58,13.71
ID3905008249,1,5,1,-37.8005892,144.9373557,-37.8148411,144.9647924,4380.0,2018-02-15,15:40:13,1079.1000000000001,15:58:12,17.0
ID5268509596,2,5,4,-37.8163702,144.9286073,-37.8132144,145.0141962,8894.0,2018-02-10,16:33:44,2256.0600000000004,17:11:20,158.62
ID3325242059,1,3,5,-37.8193861,145.0073063,-37.8044722,144.9256083,8041.0,2018-06-08,09:18:05,2104.4399999999996,9:53:09,13.84
ID5161684583,2,5,7,-37.8045032,144.9285612,-37.8618349,144.905716,11363.0,2018-01-18,03:20:33,3635.9400000000005,4:21:08,239.13
ID3745353297,1,3,5,-37.8131913,144.9902056,-37.8005276,144.9264467,8179.0,2018-07-15,18:38:00,2073.9000000000005,19:12:33,26.35
ID3983803231,1,6,9,-37.773845,144.9836895,-38.1109156,144.6541725,48197.0,2018-07-26,15:06:48,11519.399999999998,18:18:47,66.14
ID1672204581,0,2,5,-37.8169827,144.9317622,-37.8099614,144.9360533,1497.0,2018-04-06,07:23:23,354.11999999999995,7:29:17,4.61
ID1648512329,0,5,8,-37.8061632,144.9347763,-37.8158343,145.04645,10136.0,2018-05-06,09:49:26,2860.74,10:37:06,11.54
ID3115788627,1,2,1,-37.8091018,144.9293206,-37.8186212,144.9653171,3940.0,2018-26-07,15:30:44,1022.3400000000007,15:47:46,13.88
ID1768884188,0,3,4,-37.8206094,144.9668683,-37.8000263,145.0141212,5817.0,2018-06-18,04:28:34,1559.1600000000008,4:54:33,11.95
ID3574076773,1,4,5,-37.8017509,144.9950977,-37.8050581,144.9343681,6594.0,2018-01-18,13:58:45,1691.6999999999996,14:26:56,19.08
ID3679376137,1,2,6,-37.8129773,144.9366979,-37.7874325,144.9803767,5990.0,2018-02-07,16:14:31,1527.2400000000005,16:39:58,18.43
ID3634356293,1,8,9,-37.8158343,145.04645,-38.1109156,144.6541725,51032.0,2018-04-09,17:22:03,12681.059999999998,20:53:24,73.54
ID1831751103,0,7,6,-37.8618349,144.905716,-37.7738026,144.9836466,16033.0,2018-05-11,05:56:57,5320.6799999999985,7:25:37,19.88
ID1609425303,0,5,2,-37.8084848,144.925964,-37.8133426,144.9446125,1797.0,2018-01-12,19:19:00,508.62,19:27:28,8.05
ID1273959381,0,7,5,-37.8618349,144.905716,-37.8062019,144.9397764,10366.0,2018-06-22,15:38:09,3359.579999999999,16:34:08,11.62
ID3535340156,1,7,9,-37.8618349,144.905716,-38.1109156,144.6541725,50797.0,2018-05-14,04:45:13,13173.359999999999,8:24:46,80.97
ID5480197870,2,9,3,-38.1109156,144.6541725,-37.8125047,144.9884447,45876.0,2018-02-13,19:05:30,11045.94,22:09:35,662.77
ID5267572927,2,9,2,-38.1109156,144.6541725,-37.817873,144.9486698,41914.0,2018-06-19,16:31:37,10066.44,19:19:23,604.87
ID3635909879,1,2,3,-37.8179695,144.9485795,-37.8231665,144.9761411,2965.0,2018-05-20,08:53:20,746.22,9:05:46,14.21
ID1433297028,0,5,2,-37.8102036,144.9370154,-37.8139548,144.92984,1390.0,2018-04-31,13:04:25,388.08,13:10:53,7.56
ID1231023649,0,1,7,-37.8083294,144.9555699,-37.8618349,144.905716,9049.0,2018-02-30,20:23:27,3060.36,21:14:27,11.51
ID1980831286,0,9,5,-38.1109156,144.6541725,-37.8152655,144.9277894,44325.0,2018-04-05,08:44:08,10656.719999999998,11:41:44,24.79
ID1703466756,0,7,5,-37.8618349,144.905716,-37.8115739,144.9299113,11904.0,2018-05-24,22:29:19,3790.919999999997,23:32:29,15.66
ID5948343411,2,2,5,-37.8115739,144.9299113,-37.8132197,144.9334721,1797.0,2018-06-01,06:07:22,429.47999999999996,6:14:31,37.98
ID3497452517,1,9,4,-38.1109156,144.6541725,-37.8055058,144.997886,47039.0,2018-02-30,14:32:17,11415.54,17:42:32,65.93
ID1170387970,0,4,7,-37.8141184,145.009281,-37.8618349,144.905716,11869.0,2018-07-17,15:14:17,3714.1800000000003,16:16:11,12.74
ID1962440417,0,5,3,-37.8044038,144.9289851,-37.8159141,144.9722493,4713.0,2018-06-31,13:09:54,1205.7600000000007,13:29:59,13.92
ID3617110930,1,7,2,-37.8618349,144.905716,-37.8210134,144.9472586,9006.0,2018-02-03,03:58:42,3050.0999999999985,4:49:32,33.86
ID1607783961,0,5,1,-37.7995098,144.9353777,-37.8153496,144.9721728,6553.0,2018-02-30,17:45:44,1606.5600000000013,18:12:30,8.94
ID1753248718,0,7,6,-37.8618349,144.905716,-37.7874325,144.9803767,11633.0,2018-02-11,05:42:59,3645.299999999998,6:43:44,21.55
ID1893812364,0,6,9,-37.7874325,144.9803767,-38.1109156,144.6541725,47033.0,2018-05-15,22:47:54,11350.5,1:57:04,31.12
ID1957027819,0,3,7,-37.8230547,145.0003663,-37.8618349,144.905716,10455.0,2018-02-28,22:49:32,3312.6,23:44:44,14.73
ID3566583573,1,1,7,-37.799787,144.9621041,-37.8618349,144.905716,9805.0,2018-04-31,07:17:22,3240.3600000000006,8:11:22,22.28
ID1330225891,0,7,3,-37.8618349,144.905716,-37.8113498,144.9760252,8978.0,2018-06-31,19:45:16,3004.8599999999983,20:35:20,12.89
ID3117627280,1,5,9,-37.8052062,144.933888,-38.1109156,144.6541725,43483.0,2018-04-31,01:49:40,10422.359999999999,4:43:22,70.62
ID3441234739,1,5,9,-37.8050035,144.9252622,-38.1109156,144.6541725,44019.0,2018-02-30,15:57:28,10553.699999999999,18:53:21,61.92
ID1129685170,0,4,8,-37.8000781,145.0104891,-37.8158343,145.04645,4628.0,2018-01-20,01:22:15,1465.44,1:46:40,16.53
ID1577190951,0,2,5,-37.8219252,144.9375827,-37.8054083,144.9346526,2848.0,2018-03-20,05:38:23,704.8800000000001,5:50:07,11.79
ID3656449781,1,7,3,-37.8618349,144.905716,-37.8222038,144.975708,8232.0,2018-02-30,03:24:20,2784.1199999999994,4:10:44,29.15
ID3152057186,1,9,8,-38.1109156,144.6541725,-37.8158343,145.04645,51032.0,2018-07-24,19:38:29,12681.060000000005,23:09:50,71.89
ID5327079309,2,1,7,-37.8050141,144.9567856,-37.8618349,144.905716,9330.0,2018-07-06,03:42:18,3123.6,4:34:21,209.6
ID5752547962,2,9,8,-38.1109156,144.6541725,-37.8158343,145.04645,51032.0,2018-05-19,02:02:31,12681.060000000005,5:33:52,773.68
ID3335357953,1,2,7,-37.810713,144.938994,-37.8618349,144.905716,10259.0,2018-06-22,04:58:28,3357.0,5:54:25,32.73
ID3667950637,1,4,2,-37.7993926,145.0053525,-37.8149165,144.9272684,9091.0,2018-02-23,20:02:43,2363.8799999999987,20:42:06,21.92
ID5805237780,2,8,9,-37.807202,145.0266373,-38.1109156,144.6541725,49777.0,2018-01-27,02:13:42,12069.779999999999,5:34:51,737.98
ID5982535145,2,5,8,-37.8114421,144.9273307,-37.807202,145.0266373,9759.0,2018-02-27,19:29:54,2509.8599999999997,20:11:43,166.4
ID1945129007,0,6,4,-37.7907967,144.985865,-37.811254,145.0036664,3877.0,2018-01-07,01:40:27,1093.56,1:58:40,16.96
ID5254877075,2,5,4,-37.8129005,144.9298785,-37.8108985,144.9966202,6985.0,2018-04-15,00:04:33,1813.14,0:34:46,141.8
ID3298199214,1,3,2,-37.8214608,144.9779713,-37.8209928,144.9474437,3180.0,2018-07-09,08:56:43,777.6600000000003,9:09:40,8.05
ID3433527554,1,3,7,-37.8202141,144.9825186,-37.8618349,144.905716,9114.0,2018-02-07,05:58:32,3014.7599999999998,6:48:46,30.65
ID1763440348,0,7,2,-37.8618349,144.905716,-37.8114807,144.9378319,10364.0,2018-07-10,00:07:30,3389.0999999999985,1:03:59,16.73
ID1126579017,0,2,5,-37.8196513,144.9441873,-37.7997225,144.9374954,5229.0,2018-07-20,19:05:08,1235.2799999999997,19:25:43,6.93
ID3713156466,1,3,7,-37.8083996,144.9940322,-37.8618349,144.905716,10652.0,2018-01-09,18:35:23,3514.98,19:33:57,27.16
ID1992409591,0,6,9,-37.7738026,144.9836466,-38.1109156,144.6541725,51061.0,2018-02-14,05:59:03,12976.499999999996,9:35:19,35.43
ID1129809975,0,2,9,-37.824593,144.9296182,-38.1109156,144.6541725,48913.0,2018-07-24,18:27:08,11747.04,21:42:55,27.86
ID1141636001,0,2,8,-37.8173862,144.9459383,-37.8158343,145.04645,9395.0,2018-03-23,07:37:00,2657.46,8:21:17,7.74
ID3715062166,1,4,7,-37.8057988,144.9947996,-37.8618349,144.905716,11029.0,2018-07-27,21:12:47,3631.0800000000004,22:13:18,34.14
ID3784144457,1,1,9,-37.8061689,144.941645,-38.1109156,144.6541725,43109.0,2018-07-26,12:14:11,10333.08,15:06:24,61.91
ID3314099712,1,5,8,-37.7946969,144.9361619,-37.8158343,145.04645,10535.0,2018-04-16,02:07:03,2913.3600000000006,2:55:36,31.28
ID3368500852,1,3,6,-37.810602,145.0008268,-37.7907967,144.985865,3444.0,2018-02-01,00:02:57,970.3800000000001,0:19:07,20.63
ID3502909283,1,6,8,-37.7738026,144.9836466,-37.8158343,145.04645,13562.0,2018-01-27,17:09:26,4213.5599999999995,18:19:39,34.26
ID5461218312,2,1,9,-37.8090045,144.9352188,-38.1109156,144.6541725,44223.0,2018-05-14,04:34:36,10593.839999999998,7:31:09,642.78
ID3915694801,1,3,8,-37.8208086,144.9850873,-37.8158343,145.04645,6395.0,2018-01-17,22:11:45,1946.52,22:44:11,26.35
ID3627752297,1,3,9,-37.81127,145.0019469,-38.1109156,144.6541725,47069.0,2018-03-05,16:25:14,11268.9,19:33:02,65.47
ID1973884143,0,4,2,-37.7993649,144.9929695,-37.8213625,144.9490657,5425.0,2018-05-12,16:09:44,1537.5600000000002,16:35:21,12.4
ID1765937258,0,1,3,-37.8076856,144.970857,-37.8124985,144.9729088,626.0,2018-01-13,10:55:55,165.23999999999995,10:58:40,7.94
ID1888916968,0,8,2,-37.8158343,145.04645,-37.8129456,144.939304,9783.0,2018-06-20,11:01:39,2773.799999999999,11:47:52,9.42
ID1878059996,0,2,4,-37.8104326,144.9242474,-37.803419,144.9914904,6885.0,2018-06-15,12:54:39,1796.6399999999996,13:24:35,9.57
ID1495143976,0,7,1,-37.8618349,144.905716,-37.8005779,144.9714374,10062.0,2018-02-13,17:51:51,3319.799999999999,18:47:10,13.55
ID1599403349,0,6,1,-37.7907967,144.985865,-37.8209384,144.956034,5071.0,2018-04-21,08:53:36,1383.7200000000007,9:16:39,10.96
ID1212197824,0,4,1,-37.8167272,145.0089124,-37.8083721,144.9584903,5038.0,2018-04-07,01:49:42,1238.9399999999998,2:10:20,16.25
ID3276591658,1,2,1,-37.8222909,144.9498048,-37.8148459,144.9375409,1831.0,2018-05-02,01:40:18,471.6,1:48:09,17.93
ID3944286929,1,2,7,-37.8181022,144.9485729,-37.8618349,144.905716,9046.0,2018-01-23,06:09:35,3069.42,7:00:44,19.04
ID5359134387,2,6,7,-37.7738026,144.9836466,-37.8618349,144.905716,16033.0,2018-06-03,00:20:36,5323.559999999998,1:49:19,343.91
ID1736883108,0,6,9,-37.7738026,144.9836466,-38.1109156,144.6541725,51061.0,2018-05-03,10:08:14,12976.499999999996,13:44:30,26.28
ID5978028621,2,8,3,-37.8158343,145.04645,-37.8195214,144.9697262,8094.0,2018-07-17,04:46:24,2302.5,5:24:46,162.78
ID1571711698,0,9,4,-38.1109156,144.6541725,-37.8111801,145.0070987,47535.0,2018-06-19,09:44:17,11485.560000000005,12:55:42,24.52
ID5115825775,2,5,8,-37.8119041,144.9360874,-37.8158343,145.04645,10096.0,2018-07-12,14:27:21,2837.88,15:14:38,186.43
ID3600378185,1,6,7,-37.7907967,144.985865,-37.8618349,144.905716,11711.0,2018-02-02,10:02:58,3866.9400000000014,11:07:24,24.27
ID5853371410,2,7,3,-37.8618349,144.905716,-37.8243276,144.9731099,8343.0,2018-01-12,14:46:26,2830.5599999999986,15:33:36,184.74
ID3186861121,1,1,3,-37.8145907,144.9718229,-37.8245676,144.9890104,1948.0,2018-01-14,12:59:12,449.63999999999993,13:06:41,18.91
ID3176523087,1,2,3,-37.8174518,144.9456628,-37.8087173,144.9826053,3762.0,2018-04-11,07:52:40,968.6999999999997,8:08:48,9.65
ID3927883586,1,4,9,-37.8042708,145.0111606,-38.1109156,144.6541725,48447.0,2018-07-19,01:49:57,11756.579999999998,5:05:53,73.59
ID1188326637,0,3,4,-37.8152136,145.0059807,-37.8003651,144.9984285,2417.0,2018-04-24,01:20:22,606.7800000000001,1:30:28,10.49
ID3226487488,1,9,2,-38.1109156,144.6541725,-37.8140484,144.9379666,42872.0,2018-04-20,20:21:54,10272.959999999994,23:13:06,60.86
ID3835434089,1,1,3,-37.816168,144.9723726,-37.8176167,144.9708124,894.0,2018-03-02,18:47:14,216.66000000000003,18:50:50,12.44
ID1704733954,0,6,1,-37.7738026,144.9836466,-37.8182242,144.9642994,8570.0,2018-03-22,06:39:14,2677.2599999999984,7:23:51,8.55
ID3114590478,1,1,4,-37.7973464,144.9689413,-37.8041851,145.0108945,4395.0,2018-04-15,03:27:40,1150.8600000000006,3:46:50,25.33
ID1583878027,0,7,3,-37.8618349,144.905716,-37.8217584,144.9811986,8703.0,2018-01-17,03:24:06,2913.1199999999994,4:12:39,15.8
ID1747533173,0,2,3,-37.8100335,144.93596,-37.8163322,144.9781334,4403.0,2018-02-05,21:07:59,1050.24,21:25:29,10.77
ID1228628472,0,6,2,-37.7874325,144.9803767,-37.8137929,144.9421197,5516.0,2018-05-21,10:17:54,1393.1399999999999,10:41:07,4.73
ID3328198723,1,2,6,-37.8240968,144.9307186,-37.7874325,144.9803767,7805.0,2018-01-16,20:16:56,1912.8000000000009,20:48:48,18.53
ID1186832738,0,6,2,-37.7874421,144.9804091,-37.8134772,144.9409691,5515.0,2018-06-04,00:58:21,1385.9999999999995,1:21:27,12.93
ID1585736437,0,3,7,-37.8254576,144.9763005,-37.8618349,144.905716,8421.0,2018-02-22,09:24:59,2819.46,10:11:58,9.59
ID1954602002,0,6,5,-37.7738026,144.9836466,-37.80184,144.9287179,10648.0,2018-01-03,11:34:40,3294.7199999999993,12:29:34,11.67
ID1215975995,0,5,9,-37.8084564,144.9382217,-38.1109156,144.6541725,43119.0,2018-05-08,14:19:45,10341.72,17:12:06,25.71
